Name,Platform,Year_of_Release,Genre,Global_Sales,User_Score,User_Count
The Weakest Link,PS,2001,Misc,0.09,7.2,6
Soldier of Fortune: Gold Edition,PS2,2001,Shooter,0.56,6.8,17
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,0.17,4.6,5
James Bond 007: Agent Under Fire,PS2,2001,Shooter,3.53,7.9,48
Animal Crossing,GC,2001,Simulation,3.15,8.9,137
Martian Gothic: Unification,PS,2001,Adventure,0.11,6.1,16
Mega Man X6,PS,2001,Action,0.42,6.8,44
F1 2001,PS2,2001,Racing,0.15,8.3,9
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,0.56,8.3,9
Star Trek: Voyager Elite Force,PS2,2001,Shooter,0.15,6.4,5
Mat Hoffman's Pro BMX,PS,2001,Sports,0.54,8.6,16
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,3.64,8.7,312
Soul Reaver 2,PS2,2001,Action,0.55,8.5,35
NCAA Final Four 2002,PS2,2001,Sports,0.31,6.5,8
Batman: Vengeance,PS2,2001,Adventure,0.55,6.7,12
Rez,PS2,2001,Shooter,0.05,8.3,28
Max Payne,PS2,2001,Shooter,3.31,8.5,86
Castlevania Chronicles,PS,2001,Platform,0.13,7.0,13
Batman: Vengeance,GC,2001,Adventure,0.26,5.8,16
Extermination,PS2,2001,Action,0.55,7.8,19
KISS Pinball,PS,2001,Action,0.31,3.8,8
Legaia 2: Duel Saga,PS2,2001,Role-Playing,0.26,8.4,43
Madden NFL 2002,PS2,2001,Sports,3.08,7.9,46
Shenmue II,XB,2002,Adventure,0.32,9.3,96
Kakuto Chojin,XB,2002,Fighting,0.05,7.2,17
Quantum Redshift,XB,2002,Racing,0.13,8.1,15
Freekstyle,PS2,2002,Racing,1.06,7.3,14
Tiger Woods PGA Tour 2003,PS2,2002,Sports,1.64,8.9,18
Guilty Gear X2,PS2,2002,Fighting,0.35,8.7,34
Aggressive Inline,PS2,2002,Sports,0.35,8.7,14
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,0.12,5.2,6
Dynasty Tactics,PS2,2002,Strategy,0.29,8.1,31
Riding Spirits,PS2,2002,Racing,0.26,9.0,17
Spider-Man: The Movie,GC,2002,Action,1.19,7.3,11
James Bond 007: Agent Under Fire,XB,2002,Shooter,0.9,7.5,15
NASCAR Thunder 2003,GC,2002,Racing,0.31,6.6,5
Star Wars Racer Revenge,PS2,2002,Racing,0.31,8.5,11
MLB SlugFest 20-03,GC,2002,Sports,0.15,7.5,4
Robot Alchemic Drive,PS2,2002,Action,0.07,8.2,13
Fighter Maker 2,PS2,2002,Fighting,0.07,7.8,5
Driver 2 Advance,GBA,2002,Action,0.34,6.6,14
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,1.69,6.9,28
Ty the Tasmanian Tiger,PS2,2002,Platform,1.17,8.8,60
Seek and Destroy,PS2,2002,Racing,1.06,8.8,10
Castlevania: Harmony of Dissonance,GBA,2002,Platform,0.26,8.2,39
Sega Soccer Slam,GC,2002,Sports,0.07,7.7,7
Top Gun: Combat Zones,GC,2002,Simulation,0.15,7.1,7
Frogger Beyond,GC,2002,Platform,0.13,7.2,5
The Powerpuff Girls: Relish Rampage,GC,2002,Action,0.07,7.6,5
Warcraft III: Reign of Chaos,PC,2002,Strategy,0.13,9.1,1023
Legends of Wrestling II,GBA,2002,Fighting,0.07,3.7,10
Shrek Super Party,PS2,2002,Misc,0.29,5.1,17
Disney's PK: Out of the Shadows,PS2,2002,Platform,0.12,5.0,4
All-Star Baseball 2003,XB,2002,Sports,0.26,8.1,7
NBA Live 2003,PS2,2002,Sports,1.66,8.3,28
Metroid Fusion,GBA,2002,Action,1.68,9.1,200
Colin McRae Rally 3,PS2,2002,Racing,1.4,7.7,24
Myst III: Exile,PS2,2002,Adventure,0.28,7.0,4
World Tour Soccer 2003,PS2,2002,Sports,0.14,8.3,7
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,0.03,9.3,6
RedCard 20-03,PS2,2002,Sports,0.07,9.0,6
NBA 2K3,PS2,2002,Sports,1.05,8.0,22
NCAA College Basketball 2K3,PS2,2002,Sports,0.24,8.0,6
Unreal Championship,XB,2002,Shooter,0.74,8.2,24
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,0.06,7.8,10
Sega Soccer Slam,XB,2002,Sports,0.05,8.5,10
The Lord of the Rings: The Two Towers,XB,2002,Action,0.71,8.1,18
Madden NFL 2003,XB,2002,Sports,0.71,8.3,16
Test Drive,PS2,2002,Racing,1.34,7.4,23
Evolution Skateboarding,PS2,2002,Sports,0.26,6.7,9
MechAssault,XB,2002,Simulation,1.13,8.0,47
Superman: The Man of Steel,XB,2002,Action,0.13,6.0,11
NFL Blitz 20-03,XB,2002,Sports,0.14,7.8,4
Street Hoops,XB,2002,Sports,0.28,8.0,4
Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,0.71,7.8,23
Blade II,XB,2002,Action,0.13,4.0,4
Mega Man Battle Network 2,GBA,2002,Action,0.31,9.0,21
Baseball Advance,GBA,2002,Sports,0.13,7.8,5
Syberia,PC,2002,Action,0.03,8.5,235
Sonic Advance 2,GBA,2002,Platform,1.8,8.3,46
Shadow Man: 2econd Coming,PS2,2002,Adventure,0.16,7.6,8
NCAA College Basketball 2K3,XB,2002,Sports,0.14,8.4,5
Spyro: Enter the Dragonfly,GC,2002,Platform,0.71,5.1,24
Drakan: The Ancients' Gates,PS2,2002,Adventure,0.26,9.0,39
V-Rally 3,PS2,2002,Racing,0.06,7.4,14
Dead to Rights,PS2,2002,Shooter,1.36,8.9,36
Virtua Fighter 4,PS2,2002,Fighting,1.81,8.0,84
Chase: Hollywood Stunt Driver,XB,2002,Racing,0.12,7.4,5
NFL Blitz 20-02,PS2,2002,Sports,0.28,8.9,15
Tiger Woods PGA Tour 2002,PS2,2002,Sports,0.9,7.6,5
NBA Inside Drive 2003,XB,2002,Sports,0.31,7.8,12
James Bond 007: Agent Under Fire,GC,2002,Shooter,0.72,6.8,25
Bombastic,PS2,2002,Puzzle,0.05,7.2,6
Culdcept,PS2,2002,Strategy,0.03,8.9,9
Dead to Rights,XB,2002,Shooter,0.72,8.9,16
2002 FIFA World Cup,GC,2002,Sports,0.05,7.7,6
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,1.73,7.9,27
NHL Hitz 20-03,PS2,2002,Sports,0.28,8.4,11
NHL 2003,GC,2002,Sports,0.13,6.3,4
Pirates: The Legend of Black Kat,PS2,2002,Adventure,0.14,7.9,8
Serious Sam,XB,2002,Shooter,0.15,8.2,16
Dead to Rights,GC,2002,Shooter,0.14,8.7,7
Metal Dungeon,XB,2002,Role-Playing,0.03,7.2,5
NightCaster II: Equinox,XB,2002,Action,0.05,7.0,4
Super Monkey Ball Jr.,GBA,2002,Puzzle,0.72,8.6,11
Aggressive Inline,GC,2002,Sports,0.06,7.8,5
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,0.03,7.0,4
SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,1.08,6.6,41
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,0.04,3.0,4
Mafia,PC,2002,Action,0.04,9.1,863
State of Emergency,PS2,2002,Action,1.76,5.7,33
Tom Clancy's Ghost Recon,XB,2002,Shooter,1.76,6.1,27
Star Wars: Bounty Hunter,PS2,2002,Shooter,1.09,8.3,33
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,1.74,8.7,99
All-Star Baseball 2003,GC,2002,Sports,0.15,8.0,6
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,0.14,7.7,22
Unlimited Saga,PS2,2002,Role-Playing,0.77,3.0,29
Need for Speed: Hot Pursuit 2,XB,2002,Racing,0.82,6.4,15
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,0.3,8.9,17
Reign of Fire,PS2,2002,Shooter,0.27,7.0,4
Conflict: Desert Storm,XB,2002,Shooter,0.87,8.1,17
The Terminator: Dawn of Fate,XB,2002,Action,0.15,5.2,5
Pac-Man World 2,PS2,2002,Action,1.51,7.8,26
Super Monkey Ball 2,GC,2002,Puzzle,1.52,8.5,51
Clock Tower 3,PS2,2002,Adventure,0.33,7.6,38
Rocket Power: Beach Bandits,PS2,2002,Platform,0.82,6.6,13
Rave Master,GC,2002,Fighting,0.05,6.3,4
The Simpsons Skateboarding,PS2,2002,Sports,1.52,5.0,26
RedCard 20-03,XB,2002,Sports,0.03,9.0,4
Legends of Wrestling,GC,2002,Fighting,0.13,6.8,4
Bomberman Generation,GC,2002,Adventure,0.25,8.5,15
The Sims Deluxe,PC,2002,Simulation,0.04,8.2,77
RollerCoaster Tycoon 2,PC,2002,Strategy,1.25,8.5,135
Dark Summit,GC,2002,Sports,0.05,4.5,4
Shrek Swamp Kart Speedway,GBA,2002,Racing,0.3,8.9,19
EverBlue 2,PS2,2002,Adventure,0.03,7.5,4
Virtua Striker 2002,GC,2002,Sports,0.05,6.0,5
Legends of Wrestling II,PS2,2002,Fighting,0.33,6.7,6
Cabela's Big Game Hunter,PS2,2002,Sports,1.42,7.8,12
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,1.0,9.3,54
Earthworm Jim 2,GBA,2002,Platform,0.03,5.7,6
Panzer Dragoon Orta,XB,2002,Shooter,0.26,8.5,64
Street Fighter Alpha 3,GBA,2002,Fighting,0.15,7.8,10
Knockout Kings 2002,XB,2002,Sports,0.27,7.9,7
Phantom Crash,XB,2002,Simulation,0.05,8.3,14
Mortal Kombat: Deadly Alliance,XB,2002,Fighting,0.96,8.4,24
Lowrider,PS2,2002,Misc,0.26,8.4,11
NightCaster,XB,2002,Action,0.13,5.7,7
Burnout,GC,2002,Racing,0.3,7.9,18
Shinobi,PS2,2002,Platform,0.96,7.9,43
WipEout Fusion,PS2,2002,Racing,0.25,8.5,43
Guilty Gear X: Advance Edition,GBA,2002,Fighting,0.06,5.9,10
Shifters,PS2,2002,Adventure,0.05,5.9,8
Burnout 2: Point of Impact,PS2,2002,Racing,0.85,8.2,48
Silent Scope,GBA,2002,Shooter,0.03,8.0,5
Salt Lake 2002,PS2,2002,Sports,0.14,3.5,6
Rocky,PS2,2002,Fighting,0.86,8.4,11
Otogi: Myth of Demons,XB,2002,Action,0.13,8.5,28
Big Mutha Truckers,PS2,2002,Racing,0.84,5.3,20
Dark Cloud 2,PS2,2002,Role-Playing,0.96,9.1,174
Disney's Party,GC,2002,Misc,0.05,7.8,5
Disney Sports Skateboarding,GC,2002,Sports,0.06,4.7,6
Shrek Super Party,XB,2002,Misc,0.13,8.0,11
Tomb Raider: The Prophecy,GBA,2002,Action,0.14,8.8,13
NCAA Football 2003,PS2,2002,Sports,1.44,8.6,27
Medal of Honor: Frontline,XB,2002,Shooter,1.49,6.9,23
Antz Extreme Racing,PS2,2002,Racing,0.04,5.0,8
Red Faction II,PS2,2002,Shooter,1.5,8.3,35
.hack//Infection Part 1,PS2,2002,Role-Playing,1.27,8.5,60
James Bond 007: Nightfire,XB,2002,Shooter,0.82,7.8,25
Knockout Kings 2003,GC,2002,Sports,0.15,6.5,4
RPG Maker II,PS2,2002,Role-Playing,0.13,8.8,77
Kelly Slater's Pro Surfer,PS2,2002,Sports,0.33,8.4,15
Disney's Stitch: Experiment 626,PS2,2002,Action,0.31,7.8,4
Enclave,XB,2002,Adventure,0.14,8.4,13
Britney's Dance Beat,PS2,2002,Misc,0.24,4.8,20
Fatal Frame,XB,2002,Action,0.06,8.6,16
Aggressive Inline,XB,2002,Sports,0.06,7.7,7
BMX XXX,GC,2002,Sports,0.06,5.0,7
Spider-Man: The Movie,XB,2002,Action,1.4,7.5,11
Genma Onimusha,XB,2002,Action,0.24,8.6,10
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,1.2,5.1,20
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,0.05,8.3,8
X-Men: Next Dimension,GC,2002,Fighting,0.13,8.2,11
Star Wars: Bounty Hunter,GC,2002,Shooter,0.26,7.6,16
NHL 2003,PS2,2002,Sports,0.93,6.8,18
Burnout,XB,2002,Racing,0.13,6.6,12
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,0.14,8.5,11
James Bond 007: Nightfire,GC,2002,Shooter,0.78,8.6,46
The Operative: No One Lives Forever,PS2,2002,Shooter,0.14,8.0,16
Tony Hawk's Pro Skater 4,XB,2002,Sports,0.93,8.5,21
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,0.77,5.0,6
Pro Race Driver,PS2,2002,Racing,0.27,8.5,20
"Monsters, Inc.",PS2,2002,Adventure,0.32,7.2,10
Ferrari F355 Challenge,PS2,2002,Racing,0.05,4.4,5
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,1.19,7.7,7
Neverwinter Nights,PC,2002,Role-Playing,0.03,8.2,490
All-Star Baseball 2003,PS2,2002,Sports,0.77,8.4,17
F1 2002,GC,2002,Racing,0.03,7.8,4
Spyro 2: Season of Flame,GBA,2002,Platform,1.58,7.6,13
BMX XXX,PS2,2002,Sports,0.15,4.6,17
Colin McRae Rally 3,XB,2002,Racing,0.04,7.4,14
Knockout Kings 2002,PS2,2002,Sports,0.91,8.1,12
Stuntman,PS2,2002,Racing,1.55,5.7,36
NBA Courtside 2002,GC,2002,Sports,0.25,7.4,7
Turok: Evolution,PS2,2002,Shooter,1.31,7.3,27
Shining Soul,GBA,2002,Role-Playing,0.14,8.5,8
Rayman Arena,GC,2002,Racing,0.14,7.2,6
Grandia II,PS2,2002,Role-Playing,0.29,8.6,31
Legends of Wrestling,XB,2002,Fighting,0.14,5.8,4
WWE Road to WrestleMania X8,GBA,2002,Fighting,0.27,7.5,6
Need for Speed: Hot Pursuit 2,GC,2002,Racing,0.8,8.3,15
Ty the Tasmanian Tiger,GC,2002,Platform,0.27,8.7,15
Golden Sun: The Lost Age,GBA,2002,Role-Playing,1.22,9.5,150
Bruce Lee: Quest of the Dragon,XB,2002,Fighting,0.31,2.4,10
Conflict: Desert Storm,PS2,2002,Shooter,1.57,8.6,45
IHRA Drag Racing 2,PS2,2002,Racing,1.31,7.4,63
Rocky,XB,2002,Fighting,0.15,7.3,6
NBA 2K2,PS2,2002,Sports,1.22,7.8,16
Outlaw Golf,XB,2002,Sports,0.29,6.9,9
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,0.32,8.0,8
Cel Damage,GC,2002,Racing,0.06,6.8,11
Whirl Tour,GC,2002,Sports,0.05,9.0,4
NFL 2K3,PS2,2002,Sports,1.32,7.4,25
Blade II,PS2,2002,Action,0.31,6.1,14
NBA 2K3,XB,2002,Sports,0.32,7.9,9
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,1.21,8.6,184
Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,1.23,8.1,19
Mystic Heroes,PS2,2002,Action,0.06,8.6,14
Mat Hoffman's Pro BMX 2,PS2,2002,Sports,0.46,9.1,7
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,3.65,7.9,82
18 Wheeler: American Pro Trucker,GC,2002,Racing,0.11,6.8,8
Blood Omen 2,PS2,2002,Action,0.39,8.8,19
NFL Blitz 20-03,PS2,2002,Sports,0.44,8.6,5
Star Wars: Jedi Starfighter,XB,2002,Simulation,0.44,5.2,5
Grand Theft Auto III,PC,2002,Action,0.01,8.4,805
RedCard 20-03,GC,2002,Sports,0.02,7.4,5
Transworld Snowboarding,XB,2002,Sports,0.09,9.2,14
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,0.08,9.1,10
Jimmy Neutron: Boy Genius,PS2,2002,Platform,0.41,5.8,5
NHL 2003,XB,2002,Sports,0.21,7.9,12
Road Trip: Shifting Gears,GBA,2002,Racing,0.01,7.6,5
Big Mutha Truckers,XB,2002,Racing,0.19,4.3,9
G1 Jockey 3,PS2,2002,Sports,0.1,9.0,10
NBA 2K2,XB,2002,Sports,0.2,7.6,5
Unreal Tournament 2003,PC,2002,Shooter,0.01,8.2,98
NHL Hitz 20-03,XB,2002,Sports,0.11,8.5,13
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,0.1,4.1,27
Rugrats: Royal Ransom,GC,2002,Platform,0.17,6.7,6
Big Bass Fishing,PS,2002,Action,0.02,7.2,6
BMX XXX,XB,2002,Sports,0.11,7.8,9
NFL 2K3,GC,2002,Sports,0.22,8.3,15
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,0.11,7.5,4
Britney's Dance Beat,GBA,2002,Misc,0.22,7.4,5
Mario Party 4,GC,2002,Misc,2.47,7.4,74
Dropship: United Peace Force,PS2,2002,Simulation,0.1,8.6,10
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,0.51,8.8,8
Blinx: The Time Sweeper,XB,2002,Platform,0.56,8.0,41
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,0.2,8.3,26
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,2.49,8.8,96
NHL 2K3,PS2,2002,Sports,0.21,7.8,17
Shrek Extra Large,GC,2002,Platform,0.17,5.6,23
Activision Anthology,PS2,2002,Misc,0.5,7.7,6
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,0.53,6.6,10
Mega Man Zero,GBA,2002,Platform,0.55,8.9,31
Wild ARMs 3,PS2,2002,Role-Playing,0.62,8.4,38
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,0.19,6.9,35
Super Mario Sunshine,GC,2002,Platform,6.31,8.6,439
Endgame,PS2,2002,Shooter,0.08,6.8,5
MotoGP,XB,2002,Racing,0.09,8.4,16
Tony Hawk's Pro Skater 3,XB,2002,Sports,0.55,8.4,17
Dino Stalker,PS2,2002,Shooter,0.22,6.3,8
NCAA Final Four 2003,PS2,2002,Sports,0.19,6.0,4
Monster Rancher Advance 2,GBA,2002,Simulation,0.01,9.4,9
Bloody Roar: Primal Fury,GC,2002,Fighting,0.18,8.5,20
Disney Golf,PS2,2002,Sports,0.17,8.3,7
Impossible Creatures,PC,2002,Strategy,0.01,8.0,39
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,0.21,7.5,18
Herdy Gerdy,PS2,2002,Adventure,0.22,5.0,12
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,2.25,9.0,52
Star Wars: Jedi Starfighter,PS2,2002,Simulation,0.5,8.3,8
Kirby: Nightmare in Dream Land,GBA,2002,Platform,2.27,8.9,54
Tetris Worlds,GC,2002,Puzzle,0.22,5.6,8
Gunvalkyrie,XB,2002,Shooter,0.17,7.3,10
Gallop Racer 2003: A New Breed,PS2,2002,Sports,0.21,8.5,15
NFL Fever 2003,XB,2002,Sports,0.61,8.6,12
WWF Raw,XB,2002,Fighting,0.55,6.6,15
Auto Modellista,PS2,2002,Racing,0.39,7.5,13
Nickelodeon Party Blast,XB,2002,Misc,0.22,4.3,7
TimeSplitters 2,GC,2002,Shooter,0.44,9.0,65
Evolution Worlds,GC,2002,Role-Playing,0.08,8.0,10
Robotech: Battlecry,PS2,2002,Shooter,0.61,8.5,8
Taz Wanted,GC,2002,Platform,0.08,7.0,5
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,0.44,8.7,173
DemiKids: Light Version,GBA,2002,Role-Playing,0.02,8.3,15
Gun Metal,XB,2002,Shooter,0.11,7.6,8
Barbie Groovy Games,GBA,2002,Misc,0.56,7.0,4
BloodRayne,GC,2002,Shooter,0.11,8.5,4
Way of the Samurai,PS2,2002,Action,0.51,8.2,19
Tony Hawk's Pro Skater 3,GBA,2002,Sports,0.52,8.0,6
Age of Mythology,PC,2002,Strategy,0.09,8.9,484
Tony Hawk's Pro Skater 4,GBA,2002,Sports,0.57,8.8,4
The Legend of Zelda: A Link to the Past,GBA,2002,Action,2.7,9.1,314
World Soccer Winning Eleven 6 International,PS2,2002,Sports,2.99,9.1,65
XXX,GBA,2002,Action,0.11,5.0,4
Maximum Capacity: Hotel Giant,PC,2002,Strategy,0.02,7.7,9
Deus Ex: The Conspiracy,PS2,2002,Action,0.21,8.9,49
Hitman 2: Silent Assassin,PS2,2002,Action,2.96,7.8,78
Mortal Kombat: Deadly Alliance,GC,2002,Fighting,0.41,8.7,43
Defender,PS2,2002,Misc,0.4,7.8,6
Madden NFL 2003,GC,2002,Sports,0.43,8.5,17
Bomberman Jetters,GC,2002,Puzzle,0.08,7.9,10
Spider-Man: The Movie,PS2,2002,Action,4.48,7.9,41
NCAA Football 2003,XB,2002,Sports,0.52,8.2,15
Antz Extreme Racing,XB,2002,Racing,0.02,8.7,10
NASCAR: Dirt to Daytona,GC,2002,Racing,0.09,7.3,7
Madden NFL 2003,PS2,2002,Sports,4.14,7.7,65
Metroid Prime,GC,2002,Shooter,2.82,9.3,747
Metal Gear Solid 2: Substance,PS2,2002,Action,0.52,9.0,126
Road Trip,PS2,2002,Racing,0.09,9.0,41
Minority Report: Everybody Runs,PS2,2002,Action,0.41,5.0,14
NBA Street,GC,2002,Sports,0.42,8.6,7
Summoner 2,PS2,2002,Role-Playing,0.21,8.3,22
Commandos 2: Men of Courage,PS2,2002,Strategy,0.18,6.8,11
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,2.86,8.7,111
Harry Potter and the Chamber of Secrets,XB,2002,Action,0.36,7.2,12
RalliSport Challenge,XB,2002,Racing,0.57,8.3,19
Ninja Assault,PS2,2002,Shooter,0.11,5.3,4
Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,0.57,5.2,13
NHL Hitz 20-03,GC,2002,Sports,0.08,8.4,5
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,0.2,8.3,10
JSRF: Jet Set Radio Future,XB,2002,Action,0.21,8.2,102
The House of The Dead III,XB,2002,Shooter,0.39,7.3,9
Smuggler's Run: Warzones,GC,2002,Misc,0.08,6.9,11
Dragon Ball Z: Budokai,PS2,2002,Fighting,3.09,7.9,71
FIFA Soccer 2003,GC,2002,Sports,0.08,7.8,10
The Thing,XB,2002,Adventure,0.2,6.6,14
The Sims: Vacation,PC,2002,Simulation,3.07,7.8,22
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,0.11,9.0,74
Smash Court Tennis Pro Tournament,PS2,2002,Sports,0.17,7.4,10
Disaster Report,PS2,2002,Action,0.21,8.0,7
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,0.11,2.8,6
Swingerz Golf,GC,2002,Sports,0.08,9.3,4
Medal of Honor: Frontline,GC,2002,Shooter,0.59,7.9,16
2002 FIFA World Cup,PS2,2002,Sports,0.59,5.6,18
Robotech: The Macross Saga,GBA,2002,Shooter,0.21,6.5,4
Tom Clancy's Splinter Cell,XB,2002,Action,3.02,8.5,121
The Lord of the Rings: The Two Towers,PS2,2002,Action,4.67,8.2,78
Conflict Zone,PS2,2002,Strategy,0.21,7.4,8
Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,0.59,7.3,22
HSX HyperSonic.Xtreme,PS2,2002,Racing,0.51,8.4,8
The Legend of Zelda: The Wind Waker,GC,2002,Action,4.6,8.9,968
Harry Potter and the Chamber of Secrets,PS2,2002,Action,2.61,7.6,49
Capcom vs. SNK 2 EO,GC,2002,Fighting,0.11,8.9,27
NCAA Football 2003,GC,2002,Sports,0.21,8.1,9
Gauntlet: Dark Legacy,GC,2002,Action,0.18,9.1,16
BloodRayne,XB,2002,Shooter,0.21,7.5,6
Grand Prix Challenge,PS2,2002,Racing,0.08,9.2,9
Hot Wheels Velocity X,GC,2002,Racing,0.11,6.4,5
The Terminator: Dawn of Fate,PS2,2002,Action,0.41,5.7,18
Contra: Shattered Soldier,PS2,2002,Shooter,0.58,6.6,25
Tony Hawk's Pro Skater 4,GC,2002,Sports,0.58,8.6,21
The Lord of the Rings: The Two Towers,GC,2002,Action,0.53,8.7,23
Turok: Evolution,GC,2002,Shooter,0.38,7.0,21
Kingdom Hearts,PS2,2002,Role-Playing,6.4,8.8,597
Headhunter,PS2,2002,Action,0.38,7.8,19
The Sims: Unleashed,PC,2002,Simulation,3.76,8.0,29
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,0.02,6.5,22
X-Men: Next Dimension,PS2,2002,Fighting,0.47,8.7,13
Lunar Legend,GBA,2002,Role-Playing,0.19,7.8,8
Armored Core 3,PS2,2002,Simulation,0.67,9.0,33
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,0.48,9.1,10
NBA 2K2,GC,2002,Sports,0.12,8.0,4
Jeremy McGrath Supercross World,GC,2002,Racing,0.12,5.6,5
Commandos 2: Men of Courage,XB,2002,Strategy,0.07,8.4,5
Aero Elite: Combat Academy,PS2,2002,Simulation,0.07,7.0,8
Spyro: Enter the Dragonfly,PS2,2002,Platform,1.97,4.1,95
Harry Potter and the Chamber of Secrets,PS,2002,Action,1.98,8.5,33
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,0.45,6.8,5
Pac-Man World 2,GC,2002,Action,0.37,8.3,19
Harry Potter and the Chamber of Secrets,GBA,2002,Action,1.99,7.9,14
NCAA March Madness 2003,PS2,2002,Sports,0.66,8.0,27
Blood Omen 2,XB,2002,Action,0.19,9.0,9
La Pucelle: Tactics,PS2,2002,Role-Playing,0.19,8.5,15
Icewind Dale II,PC,2002,Role-Playing,0.01,8.3,147
Godai: Elemental Force,PS2,2002,Action,0.07,3.8,19
Steel Battalion,XB,2002,Simulation,0.1,8.5,20
Kelly Slater's Pro Surfer,XB,2002,Sports,0.1,8.0,5
Turok: Evolution,GBA,2002,Shooter,0.12,7.0,5
Shrek: Hassle at the Castle,GBA,2002,Action,0.66,7.4,5
Reign of Fire,GC,2002,Shooter,0.11,5.9,7
Gauntlet: Dark Legacy,XB,2002,Action,0.17,8.9,10
Taz Wanted,PS2,2002,Platform,0.16,8.7,9
High Heat Major League Baseball 2003,PS2,2002,Sports,0.37,7.9,7
2002 FIFA World Cup,XB,2002,Sports,0.19,9.0,4
.hack//Mutation Part 2,PS2,2002,Role-Playing,0.68,8.9,81
Monster Jam: Maximum Destruction,PS2,2002,Racing,0.65,6.0,6
MLB SlugFest 20-03,XB,2002,Sports,0.2,7.8,5
Tom Clancy's Ghost Recon,PS2,2002,Shooter,1.94,8.3,22
Sneakers,XB,2002,Puzzle,0.1,4.6,8
Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,0.46,5.5,4
Buffy the Vampire Slayer,XB,2002,Action,0.23,9.1,31
Crimson Sea,XB,2002,Action,0.09,8.2,10
World Series Baseball,XB,2002,Sports,0.23,8.8,6
Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,0.01,8.8,9
Rygar: The Legendary Adventure,PS2,2002,Action,0.46,8.4,14
The Mark of Kri,PS2,2002,Action,0.46,7.9,29
Star Fox Adventures,GC,2002,Adventure,1.87,7.7,145
TimeSplitters 2,PS2,2002,Shooter,0.7,8.8,127
Transworld Surf,PS2,2002,Sports,0.19,8.5,6
Galerians: Ash,PS2,2002,Adventure,0.07,7.9,11
Crazy Taxi 3: High Roller,XB,2002,Racing,0.2,8.5,13
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,0.23,7.2,6
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,0.36,9.3,18
Grand Theft Auto: Vice City,PS2,2002,Action,16.15,8.7,730
Hot Wheels Velocity X,PS2,2002,Racing,0.47,7.1,16
Tony Hawk's Pro Skater 4,PS2,2002,Sports,3.67,8.5,128
James Cameron's Dark Angel,XB,2002,Action,0.07,8.3,6
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,0.23,7.8,19
Gungrave,PS2,2002,Shooter,0.19,8.6,16
Harry Potter and the Chamber of Secrets,GC,2002,Action,0.69,8.3,27
.hack//Outbreak Part 3,PS2,2002,Role-Playing,0.46,8.7,19
